Total_Rape_Victims,VICTIM_COUNT,STATE_UT,RAPE_TYPE,CASES_REPORTED,AGE_GROUP,YEAR
4,4,WEST BENGAL,Victims of Other Rape,987,Upto-10-Yrs,2003
5,5,ARUNACHAL PRADESH,Total Rape Victims,31,Between-10-14-Yrs,2003
5,5,ARUNACHAL PRADESH,Victims of Other Rape,31,Between-10-14-Yrs,2003
5,5,ASSAM,Total Rape Victims,1095,Between-10-14-Yrs,2003
5,5,ASSAM,Victims of Other Rape,1076,Between-10-14-Yrs,2003
5,5,CHANDIGARH,Total Rape Victims,18,Between-14-18-Yrs,2003
5,5,CHANDIGARH,Victims of Other Rape,17,Between-14-18-Yrs,2003
5,5,CHHATTISGARH,Total Rape Victims,898,Above-50-Yrs,2003
5,5,CHHATTISGARH,Victims of Other Rape,859,Above-50-Yrs,2003
5,5,DELHI,Victims of Incest Rape,21,Between-10-14-Yrs,2003
5,5,HARYANA,Total Rape Victims,353,Between-10-14-Yrs,2003
5,5,HARYANA,Victims of Other Rape,339,Between-10-14-Yrs,2003
5,5,MEGHALAYA,Total Rape Victims,40,Between-10-14-Yrs,2003
5,5,MIZORAM,Victims of Other Rape,52,Between-14-18-Yrs,2003
5,5,ODISHA,Total Rape Victims,725,Upto-10-Yrs,2003
5,5,ODISHA,Victims of Other Rape,725,Upto-10-Yrs,2003
5,5,PUNJAB,Victims of Incest Rape,9,Between-18-30-Yrs,2003
5,5,RAJASTHAN,Victims of Incest Rape,32,Between-30-50-Yrs,2003
5,5,UTTAR PRADESH,Victims of Incest Rape,10,Between-14-18-Yrs,2003
5,5,WEST BENGAL,Total Rape Victims,1002,Upto-10-Yrs,2003
5,5,WEST BENGAL,Victims of Other Rape,987,Between-10-14-Yrs,2003
6,6,GOA,Total Rape Victims,31,Upto-10-Yrs,2003
6,6,GOA,Victims of Other Rape,31,Upto-10-Yrs,2003
6,6,JHARKHAND,Total Rape Victims,712,Between-10-14-Yrs,2003
6,6,JHARKHAND,Victims of Incest Rape,14,Between-14-18-Yrs,2003
6,6,JHARKHAND,Victims of Incest Rape,14,Between-18-30-Yrs,2003
6,6,MAHARASHTRA,Victims of Incest Rape,18,Between-14-18-Yrs,2003
6,6,MIZORAM,Total Rape Victims,54,Between-14-18-Yrs,2003
6,6,PUNJAB,Total Rape Victims,380,Upto-10-Yrs,2003
6,6,PUNJAB,Victims of Other Rape,371,Upto-10-Yrs,2003
6,6,RAJASTHAN,Victims of Other Rape,1018,Upto-10-Yrs,2003
6,6,UTTARAKHAND,Total Rape Victims,107,Between-14-18-Yrs,2003
6,6,UTTARAKHAND,Victims of Other Rape,105,Between-14-18-Yrs,2003
7,7,ANDHRA PRADESH,Total Rape Victims,946,Above-50-Yrs,2003
7,7,ANDHRA PRADESH,Victims of Incest Rape,15,Between-18-30-Yrs,2003
7,7,ANDHRA PRADESH,Victims of Other Rape,931,Above-50-Yrs,2003
7,7,CHANDIGARH,Total Rape Victims,18,Between-18-30-Yrs,2003
7,7,CHANDIGARH,Victims of Other Rape,17,Between-18-30-Yrs,2003
7,7,CHHATTISGARH,Victims of Incest Rape,39,Between-30-50-Yrs,2003
7,7,GOA,Total Rape Victims,31,Between-18-30-Yrs,2003
7,7,GOA,Victims of Other Rape,31,Between-18-30-Yrs,2003
7,7,MADHYA PRADESH,Total Rape Victims,2738,Above-50-Yrs,2003
7,7,MADHYA PRADESH,Victims of Other Rape,2615,Above-50-Yrs,2003
7,7,MANIPUR,Total Rape Victims,18,Between-14-18-Yrs,2003
7,7,MANIPUR,Victims of Other Rape,18,Between-14-18-Yrs,2003
7,7,RAJASTHAN,Total Rape Victims,1050,Above-50-Yrs,2003
7,7,RAJASTHAN,Total Rape Victims,1050,Upto-10-Yrs,2003
7,7,RAJASTHAN,Victims of Other Rape,1018,Above-50-Yrs,2003
7,7,TAMIL NADU,Victims of Incest Rape,40,Between-10-14-Yrs,2003
7,7,TAMIL NADU,Victims of Other Rape,517,Between-10-14-Yrs,2003
7,7,WEST BENGAL,Total Rape Victims,1002,Between-10-14-Yrs,2003
8,8,GOA,Total Rape Victims,31,Between-14-18-Yrs,2003
8,8,GOA,Victims of Other Rape,31,Between-14-18-Yrs,2003
8,8,HIMACHAL PRADESH,Total Rape Victims,126,Upto-10-Yrs,2003
8,8,HIMACHAL PRADESH,Victims of Other Rape,124,Upto-10-Yrs,2003
8,8,MAHARASHTRA,Victims of Incest Rape,18,Between-18-30-Yrs,2003
9,9,GOA,Total Rape Victims,31,Between-10-14-Yrs,2003
9,9,GOA,Victims of Other Rape,31,Between-10-14-Yrs,2003
9,9,TAMIL NADU,Victims of Other Rape,517,Upto-10-Yrs,2003
10,10,JHARKHAND,Total Rape Victims,712,Between-14-18-Yrs,2003
10,10,MADHYA PRADESH,Victims of Incest Rape,123,Between-10-14-Yrs,2003
10,10,MANIPUR,Total Rape Victims,18,Between-18-30-Yrs,2003
10,10,MANIPUR,Victims of Other Rape,18,Between-18-30-Yrs,2003
11,11,DELHI,Victims of Incest Rape,21,Between-14-18-Yrs,2003
11,11,HARYANA,Victims of Incest Rape,14,Between-18-30-Yrs,2003
11,11,RAJASTHAN,Total Rape Victims,1050,Between-10-14-Yrs,2003
11,11,RAJASTHAN,Victims of Other Rape,1018,Between-10-14-Yrs,2003
12,12,PUNJAB,Victims of Other Rape,371,Between-10-14-Yrs,2003
12,12,TAMIL NADU,Total Rape Victims,557,Upto-10-Yrs,2003
12,12,TAMIL NADU,Victims of Incest Rape,40,Between-18-30-Yrs,2003
12,12,TRIPURA,Total Rape Victims,114,Between-30-50-Yrs,2003
12,12,TRIPURA,Victims of Other Rape,114,Between-30-50-Yrs,2003
12,12,WEST BENGAL,Victims of Incest Rape,15,Between-18-30-Yrs,2003
13,13,CHHATTISGARH,Victims of Incest Rape,39,Between-18-30-Yrs,2003
13,13,GUJARAT,Total Rape Victims,236,Between-30-50-Yrs,2003
13,13,GUJARAT,Victims of Other Rape,229,Between-30-50-Yrs,2003
13,13,KERALA,Total Rape Victims,394,Between-14-18-Yrs,2003
13,13,KERALA,Victims of Other Rape,387,Between-14-18-Yrs,2003
13,13,MEGHALAYA,Victims of Other Rape,35,Between-18-30-Yrs,2003
13,13,UTTARAKHAND,Total Rape Victims,107,Between-30-50-Yrs,2003
13,13,UTTARAKHAND,Victims of Other Rape,105,Between-30-50-Yrs,2003
14,14,HIMACHAL PRADESH,Total Rape Victims,126,Between-10-14-Yrs,2003
14,14,HIMACHAL PRADESH,Victims of Other Rape,124,Between-10-14-Yrs,2003
14,14,MEGHALAYA,Total Rape Victims,40,Between-18-30-Yrs,2003
14,14,MEGHALAYA,Victims of Other Rape,35,Between-14-18-Yrs,2003
14,14,NAGALAND,Total Rape Victims,14,Between-18-30-Yrs,2003
14,14,NAGALAND,Victims of Other Rape,14,Between-18-30-Yrs,2003
14,14,PUNJAB,Total Rape Victims,380,Between-10-14-Yrs,2003
14,14,TAMIL NADU,Total Rape Victims,557,Between-10-14-Yrs,2003
15,15,MEGHALAYA,Total Rape Victims,40,Between-14-18-Yrs,2003
16,16,CHHATTISGARH,Victims of Incest Rape,39,Between-14-18-Yrs,2003
16,16,GUJARAT,Victims of Other Rape,229,Upto-10-Yrs,2003
16,16,KARNATAKA,Total Rape Victims,321,Above-50-Yrs,2003
16,16,KARNATAKA,Victims of Other Rape,320,Above-50-Yrs,2003
16,16,MADHYA PRADESH,Victims of Incest Rape,123,Between-30-50-Yrs,2003
17,17,DELHI,Total Rape Victims,490,Between-30-50-Yrs,2003
17,17,DELHI,Victims of Other Rape,469,Between-30-50-Yrs,2003
17,17,GUJARAT,Total Rape Victims,236,Between-10-14-Yrs,2003
17,17,GUJARAT,Total Rape Victims,236,Upto-10-Yrs,2003
17,17,GUJARAT,Victims of Other Rape,229,Between-10-14-Yrs,2003
17,17,KARNATAKA,Victims of Other Rape,320,Upto-10-Yrs,2003
17,17,TAMIL NADU,Victims of Incest Rape,40,Between-14-18-Yrs,2003
18,18,KARNATAKA,Total Rape Victims,321,Upto-10-Yrs,2003
18,18,ODISHA,Total Rape Victims,725,Between-10-14-Yrs,2003
18,18,ODISHA,Victims of Other Rape,725,Between-10-14-Yrs,2003
19,19,ARUNACHAL PRADESH,Total Rape Victims,31,Between-18-30-Yrs,2003
19,19,ARUNACHAL PRADESH,Victims of Other Rape,31,Between-18-30-Yrs,2003
19,19,ASSAM,Victims of Incest Rape,19,Between-18-30-Yrs,2003
19,19,KERALA,Victims of Other Rape,387,Upto-10-Yrs,2003
20,20,KERALA,Total Rape Victims,394,Upto-10-Yrs,2003
21,21,TAMIL NADU,Total Rape Victims,557,Between-14-18-Yrs,2003
22,22,MIZORAM,Total Rape Victims,54,Between-18-30-Yrs,2003
22,22,MIZORAM,Total Rape Victims,54,Between-30-50-Yrs,2003
22,22,MIZORAM,Victims of Other Rape,52,Between-18-30-Yrs,2003
22,22,MIZORAM,Victims of Other Rape,52,Between-30-50-Yrs,2003
23,23,HIMACHAL PRADESH,Total Rape Victims,126,Between-30-50-Yrs,2003
23,23,HIMACHAL PRADESH,Victims of Other Rape,124,Between-30-50-Yrs,2003
23,23,MADHYA PRADESH,Victims of Incest Rape,123,Between-14-18-Yrs,2003
24,24,HIMACHAL PRADESH,Victims of Other Rape,124,Between-14-18-Yrs,2003
24,24,RAJASTHAN,Victims of Incest Rape,32,Between-18-30-Yrs,2003
25,25,DELHI,Victims of Other Rape,469,Upto-10-Yrs,2003
25,25,HIMACHAL PRADESH,Total Rape Victims,126,Between-14-18-Yrs,2003
26,26,CHHATTISGARH,Victims of Other Rape,859,Upto-10-Yrs,2003
26,26,DELHI,Total Rape Victims,490,Upto-10-Yrs,2003
27,27,CHHATTISGARH,Total Rape Victims,898,Upto-10-Yrs,2003
28,28,HARYANA,Total Rape Victims,353,Between-30-50-Yrs,2003
28,28,HARYANA,Victims of Other Rape,339,Between-30-50-Yrs,2003
29,29,RAJASTHAN,Victims of Other Rape,1018,Between-14-18-Yrs,2003
30,30,ANDHRA PRADESH,Victims of Other Rape,931,Upto-10-Yrs,2003
31,31,RAJASTHAN,Total Rape Victims,1050,Between-14-18-Yrs,2003
32,32,ODISHA,Total Rape Victims,725,Between-14-18-Yrs,2003
32,32,ODISHA,Victims of Other Rape,725,Between-14-18-Yrs,2003
32,32,PUNJAB,Victims of Other Rape,371,Between-14-18-Yrs,2003
32,32,UTTAR PRADESH,Victims of Other Rape,901,Upto-10-Yrs,2003
33,33,ANDHRA PRADESH,Total Rape Victims,946,Upto-10-Yrs,2003
33,33,KERALA,Victims of Other Rape,387,Between-10-14-Yrs,2003
33,33,UTTAR PRADESH,Total Rape Victims,911,Upto-10-Yrs,2003
34,34,PUNJAB,Total Rape Victims,380,Between-14-18-Yrs,2003
36,36,KERALA,Total Rape Victims,394,Between-10-14-Yrs,2003
38,38,KARNATAKA,Total Rape Victims,321,Between-30-50-Yrs,2003
38,38,KARNATAKA,Victims of Other Rape,320,Between-30-50-Yrs,2003
43,43,GUJARAT,Victims of Other Rape,229,Between-14-18-Yrs,2003
45,45,DELHI,Victims of Other Rape,469,Between-10-14-Yrs,2003
46,46,CHHATTISGARH,Victims of Other Rape,859,Between-14-18-Yrs,2003
46,46,GUJARAT,Total Rape Victims,236,Between-14-18-Yrs,2003
47,47,KARNATAKA,Total Rape Victims,321,Between-10-14-Yrs,2003
47,47,KARNATAKA,Victims of Other Rape,320,Between-10-14-Yrs,2003
50,50,DELHI,Total Rape Victims,490,Between-10-14-Yrs,2003
55,55,HIMACHAL PRADESH,Victims of Other Rape,124,Between-18-30-Yrs,2003
56,56,HIMACHAL PRADESH,Total Rape Victims,126,Between-18-30-Yrs,2003
56,56,KERALA,Total Rape Victims,394,Between-30-50-Yrs,2003
56,56,KERALA,Victims of Other Rape,387,Between-30-50-Yrs,2003
60,60,MADHYA PRADESH,Victims of Other Rape,2615,Upto-10-Yrs,2003
62,62,CHHATTISGARH,Total Rape Victims,898,Between-14-18-Yrs,2003
62,62,JAMMU & KASHMIR,Total Rape Victims,211,Between-30-50-Yrs,2003
62,62,JAMMU & KASHMIR,Victims of Other Rape,209,Between-30-50-Yrs,2003
63,63,MADHYA PRADESH,Total Rape Victims,2738,Upto-10-Yrs,2003
63,63,PUNJAB,Total Rape Victims,380,Between-30-50-Yrs,2003
63,63,PUNJAB,Victims of Other Rape,371,Between-30-50-Yrs,2003
65,65,DELHI,Victims of Other Rape,469,Between-14-18-Yrs,2003
67,67,HARYANA,Victims of Other Rape,339,Between-14-18-Yrs,2003
67,67,KARNATAKA,Total Rape Victims,321,Between-14-18-Yrs,2003
67,67,KARNATAKA,Victims of Other Rape,320,Between-14-18-Yrs,2003
70,70,HARYANA,Total Rape Victims,353,Between-14-18-Yrs,2003
71,71,MADHYA PRADESH,Victims of Incest Rape,123,Between-18-30-Yrs,2003
73,73,UTTAR PRADESH,Victims of Other Rape,901,Between-10-14-Yrs,2003
75,75,MAHARASHTRA,Victims of Other Rape,1250,Upto-10-Yrs,2003
75,75,UTTAR PRADESH,Total Rape Victims,911,Between-10-14-Yrs,2003
76,76,DELHI,Total Rape Victims,490,Between-14-18-Yrs,2003
79,79,MAHARASHTRA,Total Rape Victims,1268,Upto-10-Yrs,2003
81,81,UTTARAKHAND,Victims of Other Rape,105,Between-18-30-Yrs,2003
83,83,ODISHA,Total Rape Victims,725,Between-30-50-Yrs,2003
83,83,ODISHA,Victims of Other Rape,725,Between-30-50-Yrs,2003
83,83,UTTARAKHAND,Total Rape Victims,107,Between-18-30-Yrs,2003
90,90,JHARKHAND,Total Rape Victims,712,Between-30-50-Yrs,2003
90,90,JHARKHAND,Victims of Other Rape,698,Between-30-50-Yrs,2003
95,95,CHHATTISGARH,Victims of Other Rape,859,Between-10-14-Yrs,2003
97,97,CHHATTISGARH,Total Rape Victims,898,Between-10-14-Yrs,2003
102,102,TRIPURA,Total Rape Victims,114,Between-18-30-Yrs,2003
102,102,TRIPURA,Victims of Other Rape,114,Between-18-30-Yrs,2003
115,115,MAHARASHTRA,Victims of Other Rape,1250,Between-10-14-Yrs,2003
116,116,MAHARASHTRA,Total Rape Victims,1268,Between-10-14-Yrs,2003
117,117,UTTAR PRADESH,Total Rape Victims,911,Between-30-50-Yrs,2003
117,117,UTTAR PRADESH,Victims of Other Rape,901,Between-30-50-Yrs,2003
119,119,MAHARASHTRA,Total Rape Victims,1268,Between-30-50-Yrs,2003
119,119,MAHARASHTRA,Victims of Other Rape,1250,Between-30-50-Yrs,2003
125,125,ANDHRA PRADESH,Victims of Other Rape,931,Between-30-50-Yrs,2003
127,127,ANDHRA PRADESH,Total Rape Victims,946,Between-30-50-Yrs,2003
133,133,ANDHRA PRADESH,Victims of Other Rape,931,Between-10-14-Yrs,2003
135,135,ANDHRA PRADESH,Total Rape Victims,946,Between-10-14-Yrs,2003
135,135,KARNATAKA,Total Rape Victims,321,Between-18-30-Yrs,2003
135,135,KARNATAKA,Victims of Other Rape,320,Between-18-30-Yrs,2003
140,140,GUJARAT,Victims of Other Rape,229,Between-18-30-Yrs,2003
143,143,GUJARAT,Total Rape Victims,236,Between-18-30-Yrs,2003
145,145,JAMMU & KASHMIR,Victims of Other Rape,209,Between-18-30-Yrs,2003
147,147,JAMMU & KASHMIR,Total Rape Victims,211,Between-18-30-Yrs,2003
148,148,TAMIL NADU,Victims of Other Rape,517,Between-30-50-Yrs,2003
149,149,TAMIL NADU,Total Rape Victims,557,Between-30-50-Yrs,2003
158,158,WEST BENGAL,Total Rape Victims,1002,Between-30-50-Yrs,2003
158,158,WEST BENGAL,Victims of Other Rape,987,Between-30-50-Yrs,2003
202,202,UTTAR PRADESH,Victims of Other Rape,901,Between-14-18-Yrs,2003
207,207,UTTAR PRADESH,Total Rape Victims,911,Between-14-18-Yrs,2003
214,214,ANDHRA PRADESH,Victims of Other Rape,931,Between-14-18-Yrs,2003
215,215,ANDHRA PRADESH,Total Rape Victims,946,Between-14-18-Yrs,2003
221,221,MADHYA PRADESH,Victims of Other Rape,2615,Between-10-14-Yrs,2003
231,231,MADHYA PRADESH,Total Rape Victims,2738,Between-10-14-Yrs,2003
237,237,HARYANA,Victims of Other Rape,339,Between-18-30-Yrs,2003
238,238,RAJASTHAN,Victims of Other Rape,1018,Between-30-50-Yrs,2003
243,243,RAJASTHAN,Total Rape Victims,1050,Between-30-50-Yrs,2003
248,248,HARYANA,Total Rape Victims,353,Between-18-30-Yrs,2003
257,257,PUNJAB,Victims of Other Rape,371,Between-18-30-Yrs,2003
260,260,ASSAM,Total Rape Victims,1095,Between-30-50-Yrs,2003
260,260,ASSAM,Victims of Other Rape,1076,Between-30-50-Yrs,2003
262,262,PUNJAB,Total Rape Victims,380,Between-18-30-Yrs,2003
264,264,KERALA,Victims of Other Rape,387,Between-18-30-Yrs,2003
267,267,KERALA,Total Rape Victims,394,Between-18-30-Yrs,2003
296,296,BIHAR,Total Rape Victims,985,Between-30-50-Yrs,2003
296,296,BIHAR,Victims of Other Rape,984,Between-30-50-Yrs,2003
317,317,DELHI,Victims of Other Rape,469,Between-18-30-Yrs,2003
321,321,DELHI,Total Rape Victims,490,Between-18-30-Yrs,2003
324,324,CHHATTISGARH,Victims of Other Rape,859,Between-30-50-Yrs,2003
331,331,CHHATTISGARH,Total Rape Victims,898,Between-30-50-Yrs,2003
348,348,TAMIL NADU,Victims of Other Rape,517,Between-18-30-Yrs,2003
360,360,TAMIL NADU,Total Rape Victims,557,Between-18-30-Yrs,2003
363,363,CHHATTISGARH,Victims of Other Rape,859,Between-18-30-Yrs,2003
376,376,CHHATTISGARH,Total Rape Victims,898,Between-18-30-Yrs,2003
382,382,MADHYA PRADESH,Victims of Other Rape,2615,Between-14-18-Yrs,2003
405,405,MADHYA PRADESH,Total Rape Victims,2738,Between-14-18-Yrs,2003
411,411,MAHARASHTRA,Victims of Other Rape,1250,Between-14-18-Yrs,2003
417,417,MAHARASHTRA,Total Rape Victims,1268,Between-14-18-Yrs,2003
422,422,ANDHRA PRADESH,Victims of Other Rape,931,Between-18-30-Yrs,2003
429,429,ANDHRA PRADESH,Total Rape Victims,946,Between-18-30-Yrs,2003
470,470,MADHYA PRADESH,Victims of Other Rape,2615,Between-30-50-Yrs,2003
475,475,UTTAR PRADESH,Victims of Other Rape,901,Between-18-30-Yrs,2003
477,477,UTTAR PRADESH,Total Rape Victims,911,Between-18-30-Yrs,2003
486,486,MADHYA PRADESH,Total Rape Victims,2738,Between-30-50-Yrs,2003
533,533,MAHARASHTRA,Victims of Other Rape,1250,Between-18-30-Yrs,2003
541,541,MAHARASHTRA,Total Rape Victims,1268,Between-18-30-Yrs,2003
586,586,ODISHA,Total Rape Victims,725,Between-18-30-Yrs,2003
586,586,ODISHA,Victims of Other Rape,725,Between-18-30-Yrs,2003
600,600,JHARKHAND,Victims of Other Rape,698,Between-18-30-Yrs,2003
606,606,JHARKHAND,Total Rape Victims,712,Between-18-30-Yrs,2003
686,686,BIHAR,Total Rape Victims,985,Between-18-30-Yrs,2003
686,686,BIHAR,Victims of Other Rape,984,Between-18-30-Yrs,2003
727,727,RAJASTHAN,Victims of Other Rape,1018,Between-18-30-Yrs,2003
751,751,RAJASTHAN,Total Rape Victims,1050,Between-18-30-Yrs,2003
808,808,ASSAM,Victims of Other Rape,1076,Between-18-30-Yrs,2003
814,814,WEST BENGAL,Victims of Other Rape,987,Between-18-30-Yrs,2003
826,826,WEST BENGAL,Total Rape Victims,1002,Between-18-30-Yrs,2003
827,827,ASSAM,Total Rape Victims,1095,Between-18-30-Yrs,2003
1475,1475,MADHYA PRADESH,Victims of Other Rape,2615,Between-18-30-Yrs,2003
1546,1546,MADHYA PRADESH,Total Rape Victims,2738,Between-18-30-Yrs,2003
0,0,ANDAMAN & NICOBAR ISLANDS,Total Rape Victims,10,Above-50-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Total Rape Victims,10,Upto-10-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Above-50-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Between-10-14-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Between-14-18-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Between-18-30-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Between-30-50-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Incest Rape,0,Upto-10-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Other Rape,10,Above-50-Yrs,2004
0,0,ANDAMAN & NICOBAR ISLANDS,Victims of Other Rape,10,Upto-10-Yrs,2004
0,0,ANDHRA PRADESH,Victims of Incest Rape,5,Above-50-Yrs,2004
0,0,ANDHRA PRADESH,Victims of Incest Rape,5,Between-10-14-Yrs,2004
0,0,ANDHRA PRADESH,Victims of Incest Rape,5,Between-30-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Total Rape Victims,42,Above-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Total Rape Victims,42,Between-14-18-Yrs,2004
0,0,ARUNACHAL PRADESH,Total Rape Victims,42,Between-30-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Above-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Between-10-14-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Between-14-18-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Between-18-30-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Between-30-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Incest Rape,0,Upto-10-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Other Rape,42,Above-50-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Other Rape,42,Between-14-18-Yrs,2004
0,0,ARUNACHAL PRADESH,Victims of Other Rape,42,Between-30-50-Yrs,2004
0,0,ASSAM,Total Rape Victims,1171,Between-10-14-Yrs,2004
0,0,ASSAM,Total Rape Victims,1171,Between-14-18-Yrs,2004
0,0,ASSAM,Victims of Incest Rape,15,Above-50-Yrs,2004
0,0,ASSAM,Victims of Incest Rape,15,Between-10-14-Yrs,2004
0,0,ASSAM,Victims of Incest Rape,15,Between-14-18-Yrs,2004
0,0,ASSAM,Victims of Incest Rape,15,Upto-10-Yrs,2004
0,0,ASSAM,Victims of Other Rape,1156,Between-10-14-Yrs,2004
0,0,ASSAM,Victims of Other Rape,1156,Between-14-18-Yrs,2004
0,0,BIHAR,Total Rape Victims,1390,Between-14-18-Yrs,2004
0,0,BIHAR,Total Rape Victims,1390,Upto-10-Yrs,2004
0,0,BIHAR,Victims of Incest Rape,6,Above-50-Yrs,2004
0,0,BIHAR,Victims of Incest Rape,6,Between-10-14-Yrs,2004
0,0,BIHAR,Victims of Incest Rape,6,Between-14-18-Yrs,2004
0,0,BIHAR,Victims of Incest Rape,6,Upto-10-Yrs,2004
0,0,BIHAR,Victims of Other Rape,1384,Between-14-18-Yrs,2004
0,0,BIHAR,Victims of Other Rape,1384,Upto-10-Yrs,2004
0,0,CHANDIGARH,Total Rape Victims,19,Above-50-Yrs,2004
0,0,CHANDIGARH,Victims of Incest Rape,1,Above-50-Yrs,2004
0,0,CHANDIGARH,Victims of Incest Rape,1,Between-14-18-Yrs,2004
0,0,CHANDIGARH,Victims of Incest Rape,1,Between-18-30-Yrs,2004
0,0,CHANDIGARH,Victims of Incest Rape,1,Between-30-50-Yrs,2004
0,0,CHANDIGARH,Victims of Incest Rape,1,Upto-10-Yrs,2004
0,0,CHANDIGARH,Victims of Other Rape,18,Above-50-Yrs,2004
0,0,D&N HAVELI,Total Rape Victims,7,Above-50-Yrs,2004
0,0,D&N HAVELI,Total Rape Victims,7,Between-10-14-Yrs,2004
0,0,D&N HAVELI,Total Rape Victims,7,Between-14-18-Yrs,2004
0,0,D&N HAVELI,Total Rape Victims,7,Upto-10-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Above-50-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Between-10-14-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Between-14-18-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Between-18-30-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Between-30-50-Yrs,2004
0,0,D&N HAVELI,Victims of Incest Rape,0,Upto-10-Yrs,2004
0,0,D&N HAVELI,Victims of Other Rape,7,Above-50-Yrs,2004
0,0,D&N HAVELI,Victims of Other Rape,7,Between-10-14-Yrs,2004
0,0,D&N HAVELI,Victims of Other Rape,7,Between-14-18-Yrs,2004
0,0,D&N HAVELI,Victims of Other Rape,7,Upto-10-Yrs,2004
0,0,DAMAN & DIU,Total Rape Victims,1,Above-50-Yrs,2004
0,0,DAMAN & DIU,Total Rape Victims,1,Between-10-14-Yrs,2004
0,0,DAMAN & DIU,Total Rape Victims,1,Between-18-30-Yrs,2004
0,0,DAMAN & DIU,Total Rape Victims,1,Between-30-50-Yrs,2004
0,0,DAMAN & DIU,Total Rape Victims,1,Upto-10-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Above-50-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Between-10-14-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Between-14-18-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Between-18-30-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Between-30-50-Yrs,2004
0,0,DAMAN & DIU,Victims of Incest Rape,0,Upto-10-Yrs,2004
0,0,DAMAN & DIU,Victims of Other Rape,1,Above-50-Yrs,2004
0,0,DAMAN & DIU,Victims of Other Rape,1,Between-10-14-Yrs,2004
0,0,DAMAN & DIU,Victims of Other Rape,1,Between-18-30-Yrs,2004
0,0,DAMAN & DIU,Victims of Other Rape,1,Between-30-50-Yrs,2004
0,0,DAMAN & DIU,Victims of Other Rape,1,Upto-10-Yrs,2004
0,0,DELHI,Total Rape Victims,551,Above-50-Yrs,2004
0,0,DELHI,Victims of Incest Rape,16,Above-50-Yrs,2004
0,0,DELHI,Victims of Incest Rape,16,Between-30-50-Yrs,2004
0,0,DELHI,Victims of Other Rape,535,Above-50-Yrs,2004
0,0,GOA,Total Rape Victims,37,Above-50-Yrs,2004
0,0,GOA,Victims of Incest Rape,1,Above-50-Yrs,2004
0,0,GOA,Victims of Incest Rape,1,Between-10-14-Yrs,2004
0,0,GOA,Victims of Incest Rape,1,Between-18-30-Yrs,2004
0,0,GOA,Victims of Incest Rape,1,Between-30-50-Yrs,2004
0,0,GOA,Victims of Incest Rape,1,Upto-10-Yrs,2004
0,0,GOA,Victims of Other Rape,36,Above-50-Yrs,2004
0,0,GUJARAT,Victims of Incest Rape,14,Above-50-Yrs,2004
0,0,GUJARAT,Victims of Incest Rape,14,Upto-10-Yrs,2004
0,0,HARYANA,Total Rape Victims,386,Above-50-Yrs,2004
0,0,HARYANA,Victims of Incest Rape,20,Above-50-Yrs,2004
0,0,HARYANA,Victims of Incest Rape,20,Between-10-14-Yrs,2004
0,0,HARYANA,Victims of Incest Rape,20,Upto-10-Yrs,2004
0,0,HARYANA,Victims of Other Rape,366,Above-50-Yrs,2004
0,0,HIMACHAL PRADESH,Victims of Incest Rape,8,Above-50-Yrs,2004
0,0,HIMACHAL PRADESH,Victims of Incest Rape,8,Upto-10-Yrs,2004
0,0,JAMMU & KASHMIR,Total Rape Victims,218,Above-50-Yrs,2004
0,0,JAMMU & KASHMIR,Total Rape Victims,218,Between-10-14-Yrs,2004
