AGE_GROUP,COUNT,CRIME,GENDER,STATE_UT,Total_Juvenile,YEAR
12-16 Years,1,Kidnapping,Girls,ANDHRA PRADESH,1,2010
12-16 Years,1,Kidnapping,Girls,CHHATTISGARH,2,2004
12-16 Years,1,Kidnapping,Girls,CHHATTISGARH,1,2009
12-16 Years,1,Kidnapping,Girls,DELHI UT,2,2002
12-16 Years,1,Kidnapping,Girls,DELHI UT,1,2003
12-16 Years,1,Kidnapping,Girls,DELHI UT,1,2008
12-16 Years,1,Kidnapping,Girls,DELHI UT,1,2009
12-16 Years,1,Kidnapping,Girls,GUJARAT,1,2006
12-16 Years,1,Kidnapping,Girls,GUJARAT,1,2009
12-16 Years,1,Kidnapping,Girls,GUJARAT,1,2010
12-16 Years,1,Kidnapping,Girls,HARYANA,2,2001
12-16 Years,1,Kidnapping,Girls,HARYANA,1,2006
12-16 Years,1,Kidnapping,Girls,HARYANA,1,2007
12-16 Years,1,Kidnapping,Girls,JHARKHAND,1,2003
12-16 Years,1,Kidnapping,Girls,JHARKHAND,1,2004
12-16 Years,1,Kidnapping,Girls,JHARKHAND,1,2006
12-16 Years,1,Kidnapping,Girls,KARNATAKA,2,2002
12-16 Years,1,Kidnapping,Girls,KARNATAKA,1,2004
12-16 Years,1,Kidnapping,Girls,KARNATAKA,2,2010
12-16 Years,1,Kidnapping,Girls,MADHYA PRADESH,1,2003
12-16 Years,1,Kidnapping,Girls,MADHYA PRADESH,1,2004
12-16 Years,1,Kidnapping,Girls,MADHYA PRADESH,1,2005
12-16 Years,1,Kidnapping,Girls,MAHARASHTRA,1,2002
12-16 Years,1,Kidnapping,Girls,MAHARASHTRA,1,2003
12-16 Years,1,Kidnapping,Girls,MAHARASHTRA,1,2004
12-16 Years,1,Kidnapping,Girls,MAHARASHTRA,1,2007
12-16 Years,1,Kidnapping,Girls,MAHARASHTRA,1,2009
12-16 Years,1,Kidnapping,Girls,PUNJAB,2,2008
12-16 Years,1,Kidnapping,Girls,RAJASTHAN,1,2005
12-16 Years,1,Kidnapping,Girls,RAJASTHAN,1,2007
12-16 Years,1,Kidnapping,Girls,RAJASTHAN,1,2009
12-16 Years,1,Kidnapping,Girls,RAJASTHAN,1,2010
12-16 Years,1,Kidnapping,Girls,TAMIL NADU,1,2004
12-16 Years,1,Kidnapping,Girls,UTTAR PRADESH,1,2003
12-16 Years,1,Kidnapping,Girls,UTTAR PRADESH,1,2004
12-16 Years,1,Kidnapping,Girls,WEST BENGAL,1,2007
12-16 Years,1,Kidnapping,Girls,WEST BENGAL,1,2008
12-16 Years,1,Kidnapping,Girls,WEST BENGAL,1,2010
12-16 Years,1,Murder,Boys,ARUNACHAL PRADESH,1,2001
12-16 Years,1,Murder,Boys,ASSAM,1,2009
12-16 Years,1,Murder,Boys,CHANDIGARH,1,2003
12-16 Years,1,Murder,Boys,CHANDIGARH,1,2009
12-16 Years,1,Murder,Boys,DAMAN & DIU,1,2005
12-16 Years,1,Murder,Boys,GOA,1,2002
12-16 Years,1,Murder,Boys,GOA,1,2003
12-16 Years,1,Murder,Boys,HIMACHAL PRADESH,1,2002
12-16 Years,1,Murder,Boys,HIMACHAL PRADESH,1,2004
12-16 Years,1,Murder,Boys,HIMACHAL PRADESH,1,2006
12-16 Years,1,Murder,Boys,JAMMU & KASHMIR,1,2009
12-16 Years,1,Murder,Boys,JHARKHAND,1,2002
12-16 Years,1,Murder,Boys,JHARKHAND,1,2003
12-16 Years,1,Murder,Boys,JHARKHAND,1,2004
12-16 Years,1,Murder,Boys,KERALA,1,2002
12-16 Years,1,Murder,Boys,MEGHALAYA,1,2005
12-16 Years,1,Murder,Boys,MEGHALAYA,1,2007
12-16 Years,1,Murder,Boys,MEGHALAYA,1,2008
12-16 Years,1,Murder,Boys,MEGHALAYA,1,2010
12-16 Years,1,Murder,Boys,MIZORAM,1,2010
12-16 Years,1,Murder,Boys,NAGALAND,1,2009
12-16 Years,1,Murder,Boys,PUDUCHERRY,1,2007
12-16 Years,1,Murder,Boys,PUNJAB,1,2004
12-16 Years,1,Murder,Boys,PUNJAB,1,2006
12-16 Years,1,Murder,Boys,PUNJAB,1,2008
12-16 Years,1,Murder,Boys,TRIPURA,1,2008
12-16 Years,1,Murder,Boys,WEST BENGAL,1,2001
12-16 Years,1,Murder,Boys,WEST BENGAL,1,2005
12-16 Years,1,Murder,Girls,ANDHRA PRADESH,1,2002
12-16 Years,1,Murder,Girls,ANDHRA PRADESH,1,2008
12-16 Years,1,Murder,Girls,ASSAM,1,2002
12-16 Years,1,Murder,Girls,ASSAM,1,2008
12-16 Years,1,Murder,Girls,CHHATTISGARH,1,2001
12-16 Years,1,Murder,Girls,CHHATTISGARH,1,2004
12-16 Years,1,Murder,Girls,CHHATTISGARH,1,2006
12-16 Years,1,Murder,Girls,CHHATTISGARH,1,2007
12-16 Years,1,Murder,Girls,DELHI UT,1,2007
12-16 Years,1,Murder,Girls,GOA,1,2006
12-16 Years,1,Murder,Girls,GUJARAT,1,2008
12-16 Years,1,Murder,Girls,HARYANA,1,2006
12-16 Years,1,Murder,Girls,KARNATAKA,1,2001
12-16 Years,1,Murder,Girls,KARNATAKA,1,2005
12-16 Years,1,Murder,Girls,KARNATAKA,1,2007
12-16 Years,1,Murder,Girls,KARNATAKA,1,2009
12-16 Years,1,Murder,Girls,KERALA,1,2007
12-16 Years,1,Murder,Girls,MADHYA PRADESH,1,2004
12-16 Years,1,Murder,Girls,MADHYA PRADESH,1,2006
12-16 Years,1,Murder,Girls,MEGHALAYA,1,2004
12-16 Years,1,Murder,Girls,MEGHALAYA,1,2009
12-16 Years,1,Murder,Girls,MIZORAM,1,2003
12-16 Years,1,Murder,Girls,PUNJAB,1,2009
12-16 Years,1,Murder,Girls,RAJASTHAN,1,2004
12-16 Years,1,Murder,Girls,RAJASTHAN,1,2008
12-16 Years,1,Murder,Girls,RAJASTHAN,1,2010
12-16 Years,1,Murder,Girls,TAMIL NADU,1,2005
12-16 Years,1,Murder,Girls,UTTAR PRADESH,1,2009
12-16 Years,1,Murder,Girls,UTTARAKHAND,1,2008
12-16 Years,1,Murder,Girls,WEST BENGAL,1,2008
12-16 Years,1,Rape,Boys,ANDAMAN & NICOBAR ISLANDS,1,2010
12-16 Years,1,Rape,Boys,ARUNACHAL PRADESH,1,2010
12-16 Years,1,Rape,Boys,BIHAR,1,2006
12-16 Years,1,Rape,Boys,BIHAR,1,2010
12-16 Years,1,Rape,Boys,CHANDIGARH,1,2007
12-16 Years,1,Rape,Boys,CHANDIGARH,1,2009
12-16 Years,1,Rape,Boys,D&N HAVELI,1,2009
12-16 Years,1,Rape,Boys,GOA,1,2002
12-16 Years,1,Rape,Boys,GOA,1,2010
12-16 Years,1,Rape,Boys,HIMACHAL PRADESH,1,2004
12-16 Years,1,Rape,Boys,JAMMU & KASHMIR,1,2010
12-16 Years,1,Rape,Boys,JHARKHAND,1,2007
12-16 Years,1,Rape,Boys,KARNATAKA,1,2002
12-16 Years,1,Rape,Boys,KARNATAKA,1,2004
12-16 Years,1,Rape,Boys,KARNATAKA,1,2010
12-16 Years,1,Rape,Boys,KERALA,1,2002
12-16 Years,1,Rape,Boys,MEGHALAYA,1,2001
12-16 Years,1,Rape,Boys,MIZORAM,1,2001
12-16 Years,1,Rape,Boys,MIZORAM,1,2004
12-16 Years,1,Rape,Boys,MIZORAM,1,2008
12-16 Years,1,Rape,Boys,PUNJAB,1,2003
12-16 Years,1,Rape,Boys,PUNJAB,1,2007
12-16 Years,1,Rape,Boys,TAMIL NADU,1,2001
12-16 Years,1,Rape,Boys,TAMIL NADU,1,2006
12-16 Years,1,Rape,Boys,TAMIL NADU,1,2007
12-16 Years,1,Rape,Boys,TAMIL NADU,1,2008
12-16 Years,1,Rape,Boys,TRIPURA,1,2009
12-16 Years,1,Rape,Boys,UTTAR PRADESH,1,2006
12-16 Years,1,Rape,Boys,UTTARAKHAND,1,2010
12-16 Years,1,Rape,Boys,WEST BENGAL,1,2002
12-16 Years,1,Rape,Boys,WEST BENGAL,1,2003
12-16 Years,1,Rape,Boys,WEST BENGAL,1,2005
12-16 Years,1,Rape,Boys,WEST BENGAL,1,2008
12-16 Years,1,Rape,Girls,ANDHRA PRADESH,1,2005
12-16 Years,1,Rape,Girls,ASSAM,1,2001
12-16 Years,1,Rape,Girls,CHHATTISGARH,1,2005
12-16 Years,1,Rape,Girls,DELHI UT,1,2007
12-16 Years,1,Rape,Girls,DELHI UT,1,2008
12-16 Years,1,Rape,Girls,HARYANA,1,2001
12-16 Years,1,Rape,Girls,MADHYA PRADESH,1,2003
12-16 Years,1,Rape,Girls,MADHYA PRADESH,1,2005
12-16 Years,1,Rape,Girls,MADHYA PRADESH,1,2007
12-16 Years,1,Rape,Girls,MADHYA PRADESH,1,2009
12-16 Years,1,Rape,Girls,MAHARASHTRA,1,2003
12-16 Years,1,Rape,Girls,MAHARASHTRA,1,2007
12-16 Years,1,Rape,Girls,MAHARASHTRA,1,2010
12-16 Years,1,Rape,Girls,RAJASTHAN,1,2001
12-16 Years,1,Rape,Girls,RAJASTHAN,1,2003
12-16 Years,1,Rape,Girls,RAJASTHAN,1,2009
12-16 Years,1,Robbery,Boys,ANDHRA PRADESH,1,2002
12-16 Years,1,Robbery,Boys,ASSAM,1,2005
12-16 Years,1,Robbery,Boys,ASSAM,1,2009
12-16 Years,1,Robbery,Boys,CHANDIGARH,1,2004
12-16 Years,1,Robbery,Boys,CHANDIGARH,1,2009
12-16 Years,1,Robbery,Boys,GOA,1,2005
12-16 Years,1,Robbery,Boys,JHARKHAND,1,2002
12-16 Years,1,Robbery,Boys,KARNATAKA,1,2002
12-16 Years,1,Robbery,Boys,KARNATAKA,1,2005
12-16 Years,1,Robbery,Boys,KERALA,1,2006
12-16 Years,1,Robbery,Boys,KERALA,1,2007
12-16 Years,1,Robbery,Boys,MEGHALAYA,1,2005
12-16 Years,1,Robbery,Boys,MEGHALAYA,1,2006
12-16 Years,1,Robbery,Boys,MEGHALAYA,1,2007
12-16 Years,1,Robbery,Boys,MEGHALAYA,1,2010
12-16 Years,1,Robbery,Boys,MIZORAM,1,2007
12-16 Years,1,Robbery,Boys,NAGALAND,1,2009
12-16 Years,1,Robbery,Boys,RAJASTHAN,1,2002
12-16 Years,1,Robbery,Boys,TAMIL NADU,1,2002
12-16 Years,1,Robbery,Boys,TAMIL NADU,1,2005
12-16 Years,1,Robbery,Boys,TAMIL NADU,1,2006
12-16 Years,1,Robbery,Boys,UTTAR PRADESH,1,2009
12-16 Years,1,Robbery,Boys,UTTARAKHAND,1,2006
12-16 Years,1,Robbery,Boys,UTTARAKHAND,1,2008
12-16 Years,1,Robbery,Boys,UTTARAKHAND,1,2010
12-16 Years,1,Robbery,Boys,WEST BENGAL,1,2004
12-16 Years,1,Robbery,Boys,WEST BENGAL,1,2008
12-16 Years,1,Robbery,Boys,WEST BENGAL,1,2010
12-16 Years,1,Robbery,Girls,ANDHRA PRADESH,1,2001
12-16 Years,1,Robbery,Girls,CHHATTISGARH,1,2005
12-16 Years,1,Robbery,Girls,GUJARAT,1,2006
12-16 Years,1,Robbery,Girls,GUJARAT,1,2007
12-16 Years,1,Robbery,Girls,JHARKHAND,1,2003
12-16 Years,1,Robbery,Girls,JHARKHAND,1,2004
12-16 Years,1,Robbery,Girls,KARNATAKA,1,2001
12-16 Years,1,Robbery,Girls,KERALA,1,2010
12-16 Years,1,Robbery,Girls,MADHYA PRADESH,1,2004
12-16 Years,1,Robbery,Girls,TAMIL NADU,1,2009
12-16 Years,1,Theft,Boys,D&N HAVELI,1,2010
12-16 Years,1,Theft,Boys,DAMAN & DIU,1,2008
12-16 Years,1,Theft,Boys,JAMMU & KASHMIR,1,2004
12-16 Years,1,Theft,Boys,JAMMU & KASHMIR,1,2005
12-16 Years,1,Theft,Boys,MEGHALAYA,1,2003
12-16 Years,1,Theft,Boys,NAGALAND,1,2006
12-16 Years,1,Theft,Boys,PUNJAB,1,2001
12-16 Years,1,Theft,Boys,SIKKIM,1,2002
12-16 Years,1,Theft,Boys,SIKKIM,1,2004
12-16 Years,1,Theft,Boys,TRIPURA,1,2001
12-16 Years,1,Theft,Girls,CHANDIGARH,1,2005
12-16 Years,1,Theft,Girls,CHANDIGARH,1,2007
12-16 Years,1,Theft,Girls,CHANDIGARH,1,2009
12-16 Years,1,Theft,Girls,CHHATTISGARH,1,2003
12-16 Years,1,Theft,Girls,CHHATTISGARH,1,2005
12-16 Years,1,Theft,Girls,CHHATTISGARH,1,2007
12-16 Years,1,Theft,Girls,CHHATTISGARH,1,2010
12-16 Years,1,Theft,Girls,DELHI UT,1,2003
12-16 Years,1,Theft,Girls,DELHI UT,1,2008
12-16 Years,1,Theft,Girls,DELHI UT,1,2009
12-16 Years,1,Theft,Girls,GOA,1,2002
12-16 Years,1,Theft,Girls,GOA,1,2008
12-16 Years,1,Theft,Girls,HARYANA,1,2001
12-16 Years,1,Theft,Girls,HARYANA,1,2008
12-16 Years,1,Theft,Girls,HARYANA,1,2010
12-16 Years,1,Theft,Girls,HIMACHAL PRADESH,1,2009
12-16 Years,1,Theft,Girls,JHARKHAND,1,2008
12-16 Years,1,Theft,Girls,KERALA,1,2004
12-16 Years,1,Theft,Girls,KERALA,1,2007
12-16 Years,1,Theft,Girls,MEGHALAYA,1,2006
12-16 Years,1,Theft,Girls,MIZORAM,1,2007
12-16 Years,1,Theft,Girls,ODISHA,1,2001
12-16 Years,1,Theft,Girls,ODISHA,1,2003
12-16 Years,1,Theft,Girls,PUNJAB,1,2010
12-16 Years,1,Theft,Girls,WEST BENGAL,1,2003
12-16 Years,1,Total IPC Crimes,Boys,ANDAMAN & NICOBAR ISLANDS,1,2006
12-16 Years,1,Total IPC Crimes,Boys,D&N HAVELI,1,2003
12-16 Years,1,Total IPC Crimes,Boys,DAMAN & DIU,1,2005
12-16 Years,1,Total IPC Crimes,Boys,DAMAN & DIU,1,2008
12-16 Years,1,Total IPC Crimes,Boys,LAKSHADWEEP,1,2005
12-16 Years,1,Total IPC Crimes,Boys,NAGALAND,1,2006
12-16 Years,1,Total IPC Crimes,Boys,SIKKIM,1,2002
12-16 Years,1,Total IPC Crimes,Girls,ANDAMAN & NICOBAR ISLANDS,1,2004
12-16 Years,1,Total IPC Crimes,Girls,ANDAMAN & NICOBAR ISLANDS,1,2008
12-16 Years,1,Total IPC Crimes,Girls,ARUNACHAL PRADESH,1,2005
12-16 Years,1,Total IPC Crimes,Girls,BIHAR,1,2003
12-16 Years,1,Total IPC Crimes,Girls,CHANDIGARH,1,2007
12-16 Years,1,Total IPC Crimes,Girls,CHANDIGARH,1,2009
12-16 Years,1,Total IPC Crimes,Girls,D&N HAVELI,1,2004
12-16 Years,1,Total IPC Crimes,Girls,GOA,1,2008
12-16 Years,1,Total IPC Crimes,Girls,JAMMU & KASHMIR,1,2009
12-16 Years,1,Total IPC Crimes,Girls,KARNATAKA,1,2008
12-16 Years,1,Total IPC Crimes,Girls,LAKSHADWEEP,1,2001
12-16 Years,1,Total IPC Crimes,Girls,MEGHALAYA,1,2004
12-16 Years,1,Total IPC Crimes,Girls,MEGHALAYA,1,2006
12-16 Years,1,Total IPC Crimes,Girls,MEGHALAYA,1,2009
12-16 Years,1,Total IPC Crimes,Girls,MIZORAM,1,2001
12-16 Years,1,Total IPC Crimes,Girls,MIZORAM,1,2003
12-16 Years,1,Total IPC Crimes,Girls,MIZORAM,1,2007
12-16 Years,1,Total IPC Crimes,Girls,PUDUCHERRY,1,2002
12-16 Years,1,Total IPC Crimes,Girls,PUNJAB,1,2002
12-16 Years,1,Total IPC Crimes,Girls,UTTARAKHAND,1,2001
12-16 Years,1,Total IPC Crimes,Girls,UTTARAKHAND,1,2008
12-16 Years,1,Total IPC Crimes,Girls,UTTARAKHAND,1,2009
12-16 Years,1,Total IPC Crimes,Girls,WEST BENGAL,1,2003
12-16 Years,2,Burglary,Boys,ANDAMAN & NICOBAR ISLANDS,2,2001
12-16 Years,2,Burglary,Boys,ANDAMAN & NICOBAR ISLANDS,2,2002
12-16 Years,2,Burglary,Boys,CHANDIGARH,2,2001
12-16 Years,2,Burglary,Boys,DAMAN & DIU,2,2001
12-16 Years,2,Burglary,Boys,GOA,2,2009
12-16 Years,2,Burglary,Boys,HIMACHAL PRADESH,2,2010
12-16 Years,2,Burglary,Boys,JHARKHAND,2,2009
12-16 Years,2,Burglary,Boys,MEGHALAYA,2,2002
12-16 Years,2,Burglary,Boys,MIZORAM,2,2008
12-16 Years,2,Burglary,Boys,PUDUCHERRY,2,2002
12-16 Years,2,Burglary,Boys,PUDUCHERRY,2,2005
12-16 Years,2,Burglary,Boys,PUDUCHERRY,2,2006
12-16 Years,2,Burglary,Boys,PUDUCHERRY,2,2009
12-16 Years,2,Burglary,Boys,PUDUCHERRY,2,2010
12-16 Years,2,Burglary,Boys,SIKKIM,2,2006
12-16 Years,2,Burglary,Boys,TRIPURA,2,2008
12-16 Years,2,Burglary,Boys,UTTAR PRADESH,2,2003
12-16 Years,2,Burglary,Boys,UTTAR PRADESH,2,2004
12-16 Years,2,Burglary,Boys,UTTAR PRADESH,2,2007
12-16 Years,2,Burglary,Boys,UTTARAKHAND,2,2005
12-16 Years,2,Burglary,Boys,WEST BENGAL,2,2005
12-16 Years,2,Burglary,Girls,ANDHRA PRADESH,2,2008
12-16 Years,2,Burglary,Girls,ASSAM,2,2004
12-16 Years,2,Burglary,Girls,ASSAM,2,2007
12-16 Years,2,Burglary,Girls,ASSAM,2,2009
12-16 Years,2,Burglary,Girls,CHHATTISGARH,2,2001
12-16 Years,2,Burglary,Girls,CHHATTISGARH,2,2010
12-16 Years,2,Burglary,Girls,GUJARAT,2,2002
12-16 Years,2,Burglary,Girls,GUJARAT,2,2006
12-16 Years,2,Burglary,Girls,KARNATAKA,2,2010
12-16 Years,2,Burglary,Girls,MIZORAM,2,2004
12-16 Years,2,Burglary,Girls,PUNJAB,2,2004
12-16 Years,2,Burglary,Girls,RAJASTHAN,2,2005
12-16 Years,2,Burglary,Girls,RAJASTHAN,2,2010
12-16 Years,2,Burglary,Girls,TAMIL NADU,2,2002
12-16 Years,2,Cruelty by Husband or Relatives,Boys,ANDHRA PRADESH,2,2003
12-16 Years,2,Cruelty by Husband or Relatives,Boys,ANDHRA PRADESH,2,2005
12-16 Years,2,Cruelty by Husband or Relatives,Boys,BIHAR,2,2003
12-16 Years,2,Cruelty by Husband or Relatives,Boys,CHHATTISGARH,2,2005
12-16 Years,2,Cruelty by Husband or Relatives,Boys,CHHATTISGARH,2,2009
12-16 Years,2,Cruelty by Husband or Relatives,Boys,GUJARAT,2,2007
12-16 Years,2,Cruelty by Husband or Relatives,Boys,HARYANA,2,2005
12-16 Years,2,Cruelty by Husband or Relatives,Boys,HARYANA,2,2007
12-16 Years,2,Cruelty by Husband or Relatives,Boys,HIMACHAL PRADESH,2,2005
12-16 Years,2,Cruelty by Husband or Relatives,Boys,JHARKHAND,2,2008
12-16 Years,2,Cruelty by Husband or Relatives,Boys,ODISHA,2,2006
12-16 Years,2,Cruelty by Husband or Relatives,Boys,RAJASTHAN,2,2008
12-16 Years,2,Cruelty by Husband or Relatives,Boys,UTTAR PRADESH,2,2010
12-16 Years,2,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,2,2002
12-16 Years,2,Cruelty by Husband or Relatives,Girls,ANDHRA PRADESH,2,2005
12-16 Years,2,Cruelty by Husband or Relatives,Girls,HARYANA,2,2002
12-16 Years,2,Cruelty by Husband or Relatives,Girls,RAJASTHAN,2,2003
12-16 Years,2,Cruelty by Husband or Relatives,Girls,UTTAR PRADESH,2,2002
12-16 Years,2,Dacoity,Boys,ANDHRA PRADESH,2,2002
12-16 Years,2,Dacoity,Boys,ANDHRA PRADESH,2,2003
12-16 Years,2,Dacoity,Boys,ANDHRA PRADESH,2,2005
12-16 Years,2,Dacoity,Boys,ASSAM,2,2009
12-16 Years,2,Dacoity,Boys,BIHAR,2,2003
12-16 Years,2,Dacoity,Boys,BIHAR,2,2007
12-16 Years,2,Dacoity,Boys,DELHI UT,2,2008
12-16 Years,2,Dacoity,Boys,DELHI UT,2,2009
12-16 Years,2,Dacoity,Boys,GUJARAT,2,2010
12-16 Years,2,Dacoity,Boys,HARYANA,2,2004
12-16 Years,2,Dacoity,Boys,HARYANA,2,2006
12-16 Years,2,Dacoity,Boys,HARYANA,2,2008
12-16 Years,2,Dacoity,Boys,JHARKHAND,2,2009
12-16 Years,2,Dacoity,Boys,KARNATAKA,2,2001
12-16 Years,2,Dacoity,Boys,KARNATAKA,2,2004
12-16 Years,2,Dacoity,Boys,KERALA,2,2003
12-16 Years,2,Dacoity,Boys,MADHYA PRADESH,2,2005
12-16 Years,2,Dacoity,Boys,MADHYA PRADESH,2,2008
12-16 Years,2,Dacoity,Boys,ODISHA,2,2005
12-16 Years,2,Dacoity,Boys,ODISHA,2,2006
12-16 Years,2,Dacoity,Boys,ODISHA,2,2008
12-16 Years,2,Dacoity,Boys,TAMIL NADU,2,2009
12-16 Years,2,Dacoity,Boys,UTTAR PRADESH,2,2010
12-16 Years,2,Dowry Deaths,Boys,ANDHRA PRADESH,2,2003
12-16 Years,2,Dowry Deaths,Boys,BIHAR,2,2003
12-16 Years,2,Dowry Deaths,Boys,BIHAR,2,2007
12-16 Years,2,Dowry Deaths,Boys,CHHATTISGARH,2,2007
12-16 Years,2,Dowry Deaths,Boys,DELHI UT,2,2002
12-16 Years,2,Dowry Deaths,Boys,MAHARASHTRA,2,2001
12-16 Years,2,Dowry Deaths,Boys,MAHARASHTRA,2,2003
12-16 Years,2,Dowry Deaths,Boys,MAHARASHTRA,2,2007
12-16 Years,2,Dowry Deaths,Boys,MAHARASHTRA,2,2008
12-16 Years,2,Dowry Deaths,Boys,RAJASTHAN,2,2007
12-16 Years,2,Dowry Deaths,Boys,UTTAR PRADESH,2,2008
12-16 Years,2,Dowry Deaths,Boys,UTTAR PRADESH,2,2010
12-16 Years,2,Dowry Deaths,Girls,DELHI UT,2,2005
12-16 Years,2,Dowry Deaths,Girls,JHARKHAND,2,2005
12-16 Years,2,Dowry Deaths,Girls,MADHYA PRADESH,2,2005
12-16 Years,2,Dowry Deaths,Girls,MADHYA PRADESH,2,2006
12-16 Years,2,Dowry Deaths,Girls,MAHARASHTRA,2,2008
12-16 Years,2,Dowry Deaths,Girls,RAJASTHAN,2,2009
12-16 Years,2,Dowry Deaths,Girls,UTTAR PRADESH,2,2001
12-16 Years,2,Kidnapping,Boys,ANDHRA PRADESH,2,2002
12-16 Years,2,Kidnapping,Boys,ANDHRA PRADESH,2,2003
12-16 Years,2,Kidnapping,Boys,ANDHRA PRADESH,2,2005
12-16 Years,2,Kidnapping,Boys,ANDHRA PRADESH,2,2007
12-16 Years,2,Kidnapping,Boys,ANDHRA PRADESH,2,2009
12-16 Years,2,Kidnapping,Boys,ASSAM,2,2002
12-16 Years,2,Kidnapping,Boys,ASSAM,2,2008
12-16 Years,2,Kidnapping,Boys,BIHAR,4,2002
12-16 Years,2,Kidnapping,Boys,BIHAR,4,2004
12-16 Years,2,Kidnapping,Boys,BIHAR,2,2006
12-16 Years,2,Kidnapping,Boys,BIHAR,2,2008
12-16 Years,2,Kidnapping,Boys,CHANDIGARH,2,2008
12-16 Years,2,Kidnapping,Boys,CHHATTISGARH,2,2002
12-16 Years,2,Kidnapping,Boys,CHHATTISGARH,2,2003
12-16 Years,2,Kidnapping,Boys,CHHATTISGARH,2,2004
12-16 Years,2,Kidnapping,Boys,DELHI UT,2,2002
12-16 Years,2,Kidnapping,Boys,DELHI UT,2,2005
12-16 Years,2,Kidnapping,Boys,DELHI UT,2,2007
12-16 Years,2,Kidnapping,Boys,DELHI UT,2,2010
12-16 Years,2,Kidnapping,Boys,GOA,2,2004
12-16 Years,2,Kidnapping,Boys,GUJARAT,2,2001
12-16 Years,2,Kidnapping,Boys,GUJARAT,2,2005
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2001
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2002
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2003
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2005
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2008
12-16 Years,2,Kidnapping,Boys,HARYANA,2,2009
12-16 Years,2,Kidnapping,Boys,JHARKHAND,2,2003
12-16 Years,2,Kidnapping,Boys,JHARKHAND,2,2004
12-16 Years,2,Kidnapping,Boys,KERALA,2,2006
12-16 Years,2,Kidnapping,Boys,MADHYA PRADESH,2,2003
12-16 Years,2,Kidnapping,Boys,MADHYA PRADESH,2,2006
12-16 Years,2,Kidnapping,Boys,MADHYA PRADESH,2,2007
12-16 Years,2,Kidnapping,Boys,MADHYA PRADESH,2,2008
12-16 Years,2,Kidnapping,Boys,MAHARASHTRA,2,2003
12-16 Years,2,Kidnapping,Boys,MAHARASHTRA,2,2008
12-16 Years,2,Kidnapping,Boys,MAHARASHTRA,2,2010
12-16 Years,2,Kidnapping,Boys,ODISHA,2,2010
12-16 Years,2,Kidnapping,Boys,PUNJAB,2,2009
12-16 Years,2,Kidnapping,Boys,RAJASTHAN,2,2002
12-16 Years,2,Kidnapping,Boys,RAJASTHAN,2,2006
12-16 Years,2,Kidnapping,Boys,UTTAR PRADESH,2,2002
12-16 Years,2,Kidnapping,Boys,UTTAR PRADESH,2,2008
12-16 Years,2,Kidnapping,Girls,ANDHRA PRADESH,2,2008
12-16 Years,2,Kidnapping,Girls,ASSAM,2,2007
12-16 Years,2,Kidnapping,Girls,DELHI UT,2,2006
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2001
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2002
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2004
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2005
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2007
12-16 Years,2,Kidnapping,Girls,GUJARAT,2,2009
12-16 Years,2,Kidnapping,Girls,JHARKHAND,2,2006
12-16 Years,2,Kidnapping,Girls,MAHARASHTRA,2,2003
12-16 Years,2,Kidnapping,Girls,MAHARASHTRA,2,2010
12-16 Years,2,Kidnapping,Girls,WEST BENGAL,2,2009
12-16 Years,2,Kidnapping,Girls,WEST BENGAL,2,2010
12-16 Years,2,Murder,Boys,ANDAMAN & NICOBAR ISLANDS,2,2001
12-16 Years,2,Murder,Boys,ARUNACHAL PRADESH,2,2004
12-16 Years,2,Murder,Boys,BIHAR,2,2008
12-16 Years,2,Murder,Boys,D&N HAVELI,2,2006
12-16 Years,2,Murder,Boys,DELHI UT,2,2001
12-16 Years,2,Murder,Boys,HIMACHAL PRADESH,2,2007
12-16 Years,2,Murder,Boys,HIMACHAL PRADESH,2,2008
12-16 Years,2,Murder,Boys,HIMACHAL PRADESH,2,2009
12-16 Years,2,Murder,Boys,HIMACHAL PRADESH,2,2010
12-16 Years,2,Murder,Boys,JHARKHAND,2,2010
12-16 Years,2,Murder,Boys,KARNATAKA,2,2004
12-16 Years,2,Murder,Boys,KERALA,2,2004
12-16 Years,2,Murder,Boys,KERALA,2,2006
12-16 Years,2,Murder,Boys,KERALA,2,2008
12-16 Years,2,Murder,Boys,MEGHALAYA,2,2001
12-16 Years,2,Murder,Boys,MEGHALAYA,2,2003
12-16 Years,2,Murder,Boys,MEGHALAYA,2,2004
12-16 Years,2,Murder,Boys,ODISHA,2,2001
12-16 Years,2,Murder,Boys,SIKKIM,2,2005
12-16 Years,2,Murder,Boys,UTTAR PRADESH,2,2001
12-16 Years,2,Murder,Boys,UTTARAKHAND,2,2002
12-16 Years,2,Murder,Boys,UTTARAKHAND,2,2006
12-16 Years,2,Murder,Boys,UTTARAKHAND,2,2007
